createdat,productname,consumption,revenue
2020-04-16,ÖkoStrom 2,16100,471789.9400000000
2020-04-16,ÖkoStrom 3,15100,439466.9400000000
2020-04-17,ÖkoGas 1,11600,59754.2900000000
2020-04-17,ÖkoStrom 1,14300,427628.7400000000
2020-04-17,ÖkoStrom 2,12400,363369.9500000000
2020-04-17,ÖkoStrom 3,10600,308497.9600000000
2020-04-18,ÖkoGas 1,44300,228216.4500000000
2020-04-18,ÖkoStrom 1,10300,308009.1600000000
2020-04-18,ÖkoStrom 2,12100,354579.9500000000
2020-04-18,ÖkoStrom 3,12700,369617.4500000000
2020-04-19,ÖkoGas 1,33900,174627.8700000000
2020-04-19,ÖkoStrom 1,18000,538268.5300000000
2020-04-19,ÖkoStrom 2,11600,339929.9500000000
2020-04-19,ÖkoStrom 3,12000,349247.4500000000
2020-04-20,ÖkoGas 1,39800,205027.1600000000
2020-04-20,ÖkoStrom 1,10100,302029.1600000000
2020-04-20,ÖkoStrom 2,9400,275459.9600000000
2020-04-20,ÖkoStrom 3,7600,221188.4700000000
2020-04-21,ÖkoStrom 1,19400,580138.3200000000
2020-04-21,ÖkoStrom 2,12600,369229.9500000000
2020-04-21,ÖkoStrom 3,23100,672295.4100000000
2020-04-22,ÖkoGas 1,9900,50999.2900000000
2020-04-22,ÖkoStrom 1,17300,517338.5300000000
2020-04-22,ÖkoStrom 2,9700,284249.9600000000
2020-04-22,ÖkoStrom 3,9300,270667.9600000000
2020-04-23,ÖkoGas 1,9300,47909.2900000000
2020-04-23,ÖkoStrom 1,12600,376788.9500000000
2020-04-23,ÖkoStrom 2,7800,228569.9700000000
2020-04-23,ÖkoStrom 3,11800,343427.4500000000
2020-04-24,ÖkoGas 1,35900,184942.1600000000
2020-04-24,ÖkoStrom 1,7100,212319.3700000000
2020-04-24,ÖkoStrom 2,10100,295969.9600000000
2020-04-24,ÖkoStrom 3,16600,483126.4300000000
2020-04-25,ÖkoGas 1,8800,45334.2900000000
2020-04-25,ÖkoStrom 1,11600,346888.9500000000
2020-04-25,ÖkoStrom 2,20800,609519.9200000000
2020-04-25,ÖkoStrom 3,10500,305587.9600000000
2020-04-26,ÖkoGas 1,30300,156087.8700000000
2020-04-26,ÖkoStrom 1,14700,439588.7400000000
2020-04-26,ÖkoStrom 2,22200,650549.9100000000
2020-04-26,ÖkoStrom 3,7600,221188.4700000000
2020-04-27,ÖkoGas 1,19000,97878.5800000000
2020-04-27,ÖkoStrom 1,20900,624988.3200000000
2020-04-27,ÖkoStrom 2,12100,354579.9500000000
2020-04-27,ÖkoStrom 3,12400,360887.4500000000
2020-04-28,ÖkoGas 1,10000,51514.2900000000
2020-04-28,ÖkoStrom 1,27500,822357.6900000000
2020-04-28,ÖkoStrom 2,17500,512819.9300000000
2020-04-28,ÖkoStrom 3,17500,509316.4300000000
2020-04-29,ÖkoGas 1,8900,45849.2900000000
2020-04-29,ÖkoStrom 1,12200,364828.9500000000
2020-04-29,ÖkoStrom 2,10000,293039.9600000000
2020-04-29,ÖkoStrom 3,18000,523866.4300000000
2020-04-30,ÖkoGas 1,72800,375020.0300000000
2020-04-30,ÖkoStrom 1,16600,496408.5300000000
2020-04-30,ÖkoStrom 2,10100,295969.9600000000
2020-04-30,ÖkoStrom 3,6900,200818.4700000000
2020-05-01,ÖkoGas 1,28337,145978.4200000000
2020-05-01,ÖkoStrom 1,11600,346888.9500000000
2020-05-01,ÖkoStrom 2,23000,673989.9100000000
2020-05-01,ÖkoStrom 3,5200,151338.9800000000
2020-05-02,ÖkoGas 1,11100,57179.2900000000
2020-05-02,ÖkoStrom 1,14500,433608.7400000000
2020-05-02,ÖkoStrom 2,17700,518679.9300000000
2020-05-02,ÖkoStrom 3,9493,276284.2600000000
2020-05-03,ÖkoGas 1,19400,99938.5800000000
2020-05-03,ÖkoStrom 1,14800,442578.7400000000
2020-05-03,ÖkoStrom 2,17200,504029.9300000000
2020-05-03,ÖkoStrom 3,7400,215368.4700000000
2020-05-04,ÖkoGas 1,27200,140122.8700000000
2020-05-04,ÖkoStrom 1,19700,589108.3200000000
2020-05-04,ÖkoStrom 2,14500,424909.9400000000
2020-05-04,ÖkoStrom 3,16000,465656.9400000000
2020-05-05,ÖkoGas 1,32600,167932.8700000000
2020-05-05,ÖkoStrom 1,13600,406688.9500000000
2020-05-05,ÖkoStrom 2,12300,360439.9500000000
2020-05-05,ÖkoStrom 3,12600,366707.4500000000
2020-05-06,ÖkoGas 1,40600,209147.1600000000
2020-05-06,ÖkoStrom 1,12500,373798.9500000000
2020-05-06,ÖkoStrom 2,18200,533339.9200000000
2020-05-06,ÖkoStrom 3,19400,564615.9200000000
2020-05-07,ÖkoStrom 1,14900,445568.7400000000
2020-05-07,ÖkoStrom 2,14900,436629.9400000000
2020-05-07,ÖkoStrom 3,14000,407456.9400000000
2020-05-08,ÖkoGas 1,16900,87063.5800000000
2020-05-08,ÖkoStrom 1,15600,466498.7400000000
2020-05-08,ÖkoStrom 2,14600,427839.9400000000
2020-05-08,ÖkoStrom 3,19400,564615.9200000000
2020-05-09,ÖkoGas 1,21900,112813.5800000000
2020-05-09,ÖkoStrom 1,15100,451548.7400000000
2020-05-09,ÖkoStrom 2,7800,228569.9700000000
2020-05-09,ÖkoStrom 3,17200,500586.4300000000
2020-05-10,ÖkoGas 1,31100,160207.8700000000
2020-05-10,ÖkoStrom 1,14900,445568.7400000000
2020-05-10,ÖkoStrom 2,15000,439559.9400000000
2020-05-10,ÖkoStrom 3,14700,427826.9400000000
2020-05-11,ÖkoGas 1,18500,95303.5800000000
2020-05-11,ÖkoStrom 1,15200,454538.7400000000
2020-05-11,ÖkoStrom 2,7100,208059.9700000000
2020-05-11,ÖkoStrom 3,19600,570435.9200000000
2020-05-12,ÖkoGas 1,11900,61299.2900000000
2020-05-12,ÖkoStrom 1,9200,275119.1600000000
2020-05-12,ÖkoStrom 2,12400,363369.9500000000
2020-05-12,ÖkoStrom 3,14800,430736.9400000000
2020-05-13,ÖkoGas 1,30500,157117.8700000000
2020-05-13,ÖkoStrom 1,10400,310999.1600000000
2020-05-13,ÖkoStrom 2,9500,278389.9600000000
2020-05-13,ÖkoStrom 3,17800,518046.4300000000
2020-05-14,ÖkoStrom 1,14700,439588.7400000000
2020-05-14,ÖkoStrom 2,9700,284249.9600000000
2020-05-14,ÖkoStrom 3,17692,514903.6300000000
2020-05-15,ÖkoGas 1,9600,49454.2900000000
2020-05-15,ÖkoStrom 1,17000,508368.5300000000
2020-05-15,ÖkoStrom 2,12500,366299.9500000000
2020-05-15,ÖkoStrom 3,15500,451106.9400000000
2020-05-16,ÖkoGas 1,9700,49969.2900000000
2020-05-16,ÖkoStrom 1,18000,538268.5300000000
2020-05-16,ÖkoStrom 2,4800,140659.9800000000
2020-05-16,ÖkoStrom 3,14400,419096.9400000000
2020-05-17,ÖkoStrom 1,17800,532288.5300000000
2020-05-17,ÖkoStrom 2,22600,662269.9100000000
2020-05-17,ÖkoStrom 3,11700,340517.4500000000
2020-05-18,ÖkoGas 1,11400,58724.2900000000
2020-05-18,ÖkoStrom 1,16900,505378.5300000000
2020-05-18,ÖkoStrom 2,14300,419049.9400000000
2020-05-18,ÖkoStrom 3,9300,270667.9600000000
2020-05-19,ÖkoGas 1,20100,103543.5800000000
2020-05-19,ÖkoStrom 1,10500,313989.1600000000
2020-05-19,ÖkoStrom 2,17800,521609.9300000000
2020-05-19,ÖkoStrom 3,16900,491856.4300000000
2020-05-20,ÖkoStrom 1,14500,433608.7400000000
2020-05-20,ÖkoStrom 2,11900,348719.9500000000
2020-05-20,ÖkoStrom 3,12700,369617.4500000000
2020-05-21,ÖkoGas 1,11700,60269.2900000000
2020-05-21,ÖkoStrom 1,17100,511358.5300000000
2020-05-21,ÖkoStrom 2,7700,225639.9700000000
2020-05-21,ÖkoStrom 3,13500,392906.9400000000
2020-05-22,ÖkoGas 1,17800,91698.5800000000
2020-05-22,ÖkoStrom 1,17100,511358.5300000000
2020-05-22,ÖkoStrom 2,2500,73259.9900000000
2020-05-22,ÖkoStrom 3,16800,488946.4300000000
2020-05-23,ÖkoGas 1,10100,52029.2900000000
2020-05-23,ÖkoStrom 1,16900,505378.5300000000
2020-05-23,ÖkoStrom 2,12400,363369.9500000000
2020-05-23,ÖkoStrom 3,14900,433646.9400000000
2020-05-24,ÖkoGas 1,18800,96848.5800000000
2020-05-24,ÖkoStrom 1,9900,296049.1600000000
2020-05-24,ÖkoStrom 2,19500,571429.9200000000
2020-05-24,ÖkoStrom 3,15600,454016.9400000000
2020-05-25,ÖkoGas 1,10500,54089.2900000000
2020-05-25,ÖkoStrom 1,14900,445568.7400000000
2020-05-25,ÖkoStrom 2,10800,316479.9600000000
2020-05-25,ÖkoStrom 3,9900,288127.9600000000
2020-05-26,ÖkoGas 1,21000,108178.5800000000
2020-05-26,ÖkoStrom 1,9800,293059.1600000000
2020-05-26,ÖkoStrom 2,9300,272529.9600000000
2020-05-26,ÖkoStrom 3,15300,445286.9400000000
2020-05-27,ÖkoGas 1,17200,88608.5800000000
2020-05-27,ÖkoStrom 1,12100,361838.9500000000
2020-05-27,ÖkoStrom 2,9800,287179.9600000000
2020-05-27,ÖkoStrom 3,12400,360887.4500000000
2020-05-28,ÖkoGas 1,10600,54604.2900000000
2020-05-28,ÖkoStrom 1,14900,445568.7400000000
2020-05-28,ÖkoStrom 2,14800,433699.9400000000
2020-05-28,ÖkoStrom 3,27100,788714.3900000000
2020-05-29,ÖkoGas 1,10900,56149.2900000000
2020-05-29,ÖkoStrom 1,7600,227269.3700000000
2020-05-29,ÖkoStrom 2,15500,454209.9400000000
2020-05-29,ÖkoStrom 3,10000,291037.9600000000
2020-05-30,ÖkoStrom 1,9600,287079.1600000000
2020-05-30,ÖkoStrom 2,6800,199269.9700000000
2020-05-30,ÖkoStrom 3,18100,526776.4300000000
2020-05-31,ÖkoStrom 1,19900,595088.3200000000
2020-05-31,ÖkoStrom 2,12900,378019.9500000000
2020-05-31,ÖkoStrom 3,10200,296857.9600000000
2020-06-01,ÖkoGas 1,38200,196787.1600000000
2020-06-01,ÖkoStrom 1,7400,221289.3700000000
2020-06-01,ÖkoStrom 2,17900,524539.9300000000
2020-06-01,ÖkoStrom 3,14300,416186.9400000000
2020-06-02,ÖkoGas 1,35800,184427.1600000000
2020-06-02,ÖkoStrom 1,8300,248199.3700000000
2020-06-02,ÖkoStrom 2,10700,313549.9600000000
2020-06-02,ÖkoStrom 3,17400,506406.4300000000
2020-06-03,ÖkoStrom 1,17000,508368.5300000000
2020-06-03,ÖkoStrom 2,12100,354579.9500000000
2020-06-03,ÖkoStrom 3,17000,494766.4300000000
2020-06-04,ÖkoGas 1,31900,164327.8700000000
2020-06-04,ÖkoStrom 1,18800,562198.3200000000
2020-06-04,ÖkoStrom 2,12000,351649.9500000000
2020-06-04,ÖkoStrom 3,13800,401636.9400000000
2020-06-05,ÖkoGas 1,8700,44819.2900000000
2020-06-05,ÖkoStrom 1,4300,128589.5800000000
2020-06-05,ÖkoStrom 2,17800,521609.9300000000
2020-06-05,ÖkoStrom 3,12300,357977.4500000000
2020-06-06,ÖkoGas 1,28800,148362.8700000000
2020-06-06,ÖkoStrom 1,13300,397718.9500000000
2020-06-06,ÖkoStrom 2,11300,331129.9600000000
2020-06-06,ÖkoStrom 3,14800,430736.9400000000
2020-06-07,ÖkoGas 1,41000,211207.1600000000
2020-06-07,ÖkoStrom 1,17488,522959.7300000000
2020-06-07,ÖkoStrom 2,11900,348719.9500000000
2020-06-07,ÖkoStrom 3,7100,206638.4700000000
2020-06-08,ÖkoGas 1,18600,95818.5800000000
2020-06-08,ÖkoStrom 1,14600,436598.7400000000
2020-06-08,ÖkoStrom 2,16900,495239.9300000000
2020-06-08,ÖkoStrom 3,14900,433646.9400000000
2020-06-09,ÖkoGas 1,17000,87578.5800000000
2020-06-09,ÖkoStrom 1,14700,439588.7400000000
2020-06-09,ÖkoStrom 2,11200,328209.9500000000
2020-06-09,ÖkoStrom 3,20200,587895.9200000000
2020-06-10,ÖkoGas 1,8500,43789.2900000000
2020-06-10,ÖkoStrom 1,13300,397718.9500000000
2020-06-10,ÖkoStrom 2,7100,208059.9700000000
2020-06-10,ÖkoStrom 3,9700,282307.9600000000
2020-06-11,ÖkoGas 1,18300,94273.5800000000
2020-06-11,ÖkoStrom 1,14400,430618.7400000000
2020-06-11,ÖkoStrom 2,12500,366299.9500000000
2020-06-11,ÖkoStrom 3,22300,649015.4100000000
2020-06-12,ÖkoGas 1,8500,43789.2900000000
2020-06-12,ÖkoStrom 1,17500,523318.5300000000
2020-06-12,ÖkoStrom 2,12500,366299.9500000000
2020-06-12,ÖkoStrom 3,19800,576255.9200000000
2020-06-13,ÖkoGas 1,21700,111783.5800000000
2020-06-13,ÖkoStrom 1,14000,418658.7400000000
2020-06-13,ÖkoStrom 2,17371,509040.2300000000
2020-06-13,ÖkoStrom 3,10500,305587.9600000000
2020-06-14,ÖkoGas 1,38200,196787.1600000000
2020-06-14,ÖkoStrom 1,21200,633968.1100000000
2020-06-14,ÖkoStrom 2,12000,351649.9500000000
2020-06-14,ÖkoStrom 3,11900,346337.4500000000
2020-06-15,ÖkoGas 1,8000,41214.2900000000
2020-06-15,ÖkoStrom 1,17200,514348.5300000000
2020-06-15,ÖkoStrom 2,19400,568499.9200000000
2020-06-15,ÖkoStrom 3,24400,710134.9000000000
2020-06-16,ÖkoGas 1,21400,110238.5800000000
2020-06-16,ÖkoStrom 1,15600,466498.7400000000
2020-06-16,ÖkoStrom 2,12200,357509.9500000000
2020-06-16,ÖkoStrom 3,14000,407456.9400000000
2020-06-17,ÖkoGas 1,42500,218932.1600000000
2020-06-17,ÖkoStrom 1,14597,436509.0400000000
2020-06-17,ÖkoStrom 2,15200,445419.9400000000
2020-06-17,ÖkoStrom 3,17400,506406.4300000000
2020-06-18,ÖkoGas 1,28100,144757.8700000000
2020-06-18,ÖkoStrom 1,12400,370808.9500000000
2020-06-18,ÖkoStrom 2,6800,199269.9700000000
2020-06-18,ÖkoStrom 3,13100,381257.4500000000
2020-06-19,ÖkoGas 1,30900,159177.8700000000
2020-06-19,ÖkoStrom 1,17056,510042.9300000000
2020-06-19,ÖkoStrom 2,15100,442489.9400000000
2020-06-19,ÖkoStrom 3,12400,360887.4500000000
2020-06-20,ÖkoGas 1,8900,45849.2900000000
2020-06-20,ÖkoStrom 1,17385,519880.0300000000
2020-06-20,ÖkoStrom 2,12800,375089.9500000000
2020-06-20,ÖkoStrom 3,13000,378347.4500000000
2020-06-21,ÖkoStrom 1,17000,508368.5300000000
2020-06-21,ÖkoStrom 2,15400,451279.9400000000
2020-06-21,ÖkoStrom 3,22800,663565.4100000000
2020-06-22,ÖkoGas 1,21200,109208.5800000000
2020-06-22,ÖkoStrom 1,15900,475478.5300000000
2020-06-22,ÖkoStrom 2,11600,339929.9500000000
2020-06-22,ÖkoStrom 3,9800,285217.9600000000
2020-06-23,ÖkoStrom 1,11100,331938.9500000000
2020-06-23,ÖkoStrom 2,13500,395609.9400000000
2020-06-23,ÖkoStrom 3,16200,471476.9400000000
2020-06-24,ÖkoGas 1,37300,192152.1600000000
2020-06-24,ÖkoStrom 1,4800,143539.5800000000
2020-06-24,ÖkoStrom 2,15500,454209.9400000000
2020-06-24,ÖkoStrom 3,12600,366707.4500000000
2020-06-25,ÖkoGas 1,18000,92728.5800000000
2020-06-25,ÖkoStrom 1,9600,287079.1600000000
2020-06-25,ÖkoStrom 2,17900,524539.9300000000
2020-06-25,ÖkoStrom 3,14200,413276.9400000000
2020-06-26,ÖkoStrom 1,15500,463508.7400000000
2020-06-26,ÖkoStrom 2,14000,410259.9400000000
2020-06-26,ÖkoStrom 3,17400,506406.4300000000
2020-06-27,ÖkoGas 1,20300,104573.5800000000
2020-06-27,ÖkoStrom 1,15200,454538.7400000000
2020-06-27,ÖkoStrom 2,11800,345789.9500000000
2020-06-27,ÖkoStrom 3,15100,439466.9400000000
2020-06-28,ÖkoGas 1,38600,198847.1600000000
2020-06-28,ÖkoStrom 1,19900,595088.3200000000
2020-06-28,ÖkoStrom 2,19400,568499.9200000000
2020-06-28,ÖkoStrom 3,11500,334697.4500000000
2020-06-29,ÖkoGas 1,29700,152997.8700000000
2020-06-29,ÖkoStrom 1,15000,448558.7400000000
2020-06-29,ÖkoStrom 2,25392,744085.5000000000
2020-06-29,ÖkoStrom 3,17900,520956.4300000000
2020-06-30,ÖkoGas 1,19800,101998.5800000000
2020-06-30,ÖkoStrom 1,8000,239229.3700000000
2020-06-30,ÖkoStrom 2,16900,495239.9300000000
2020-06-30,ÖkoStrom 3,10800,314317.9600000000
2020-07-01,ÖkoGas 1,37000,190607.1600000000
2020-07-01,ÖkoStrom 1,5100,152509.5800000000
2020-07-01,ÖkoStrom 2,14500,424909.9400000000
2020-07-01,ÖkoStrom 3,6900,200818.4700000000
2020-07-02,ÖkoGas 1,38800,199877.1600000000
2020-07-02,ÖkoStrom 1,18100,541258.5300000000
2020-07-02,ÖkoStrom 2,17500,512819.9300000000
2020-07-02,ÖkoStrom 3,17400,506406.4300000000
2020-07-03,ÖkoGas 1,19500,100453.5800000000
2020-07-03,ÖkoStrom 1,15200,454538.7400000000
2020-07-03,ÖkoStrom 2,9700,284249.9600000000
2020-07-03,ÖkoStrom 3,14200,413276.9400000000
2020-07-04,ÖkoStrom 1,13700,409688.7400000000
2020-07-04,ÖkoStrom 2,12300,360439.9500000000
2020-07-04,ÖkoStrom 3,17400,506406.4300000000
2020-07-05,ÖkoGas 1,22400,115388.5800000000
2020-07-05,ÖkoStrom 1,9900,296049.1600000000
2020-07-05,ÖkoStrom 2,12800,375089.9500000000
2020-07-05,ÖkoStrom 3,14400,419096.9400000000
2020-07-06,ÖkoGas 1,19800,101998.5800000000
2020-07-06,ÖkoStrom 1,7500,224279.3700000000
2020-07-06,ÖkoStrom 2,10700,313549.9600000000
2020-07-06,ÖkoStrom 3,17400,506406.4300000000
2020-07-07,ÖkoGas 1,9900,50999.2900000000
2020-07-07,ÖkoStrom 1,10500,313989.1600000000
2020-07-07,ÖkoStrom 2,15100,442489.9400000000
2020-07-07,ÖkoStrom 3,18100,526776.4300000000
2020-07-08,ÖkoGas 1,18200,93758.5800000000
2020-07-08,ÖkoStrom 1,14500,433608.7400000000
2020-07-08,ÖkoStrom 2,15300,448349.9400000000
2020-07-08,ÖkoStrom 3,20900,608275.4100000000
2020-07-09,ÖkoGas 1,50100,258086.4500000000
2020-07-09,ÖkoStrom 1,10300,308009.1600000000
2020-07-09,ÖkoStrom 2,17400,509889.9300000000
2020-07-09,ÖkoStrom 3,21900,637375.4100000000
2020-07-10,ÖkoStrom 1,17800,532288.5300000000
2020-07-10,ÖkoStrom 2,20400,597799.9200000000
2020-07-10,ÖkoStrom 3,7300,212458.4700000000
2020-07-11,ÖkoGas 1,22200,114358.5800000000
2020-07-11,ÖkoStrom 1,11700,349878.9500000000
2020-07-11,ÖkoStrom 2,18200,533329.9300000000
2020-07-11,ÖkoStrom 3,24400,710134.9000000000
2020-07-12,ÖkoGas 1,31000,159692.8700000000
2020-07-12,ÖkoStrom 1,17300,517338.5300000000
2020-07-12,ÖkoStrom 2,12400,363369.9500000000
2020-07-12,ÖkoStrom 3,26400,768344.3900000000
2020-07-13,ÖkoGas 1,38300,197302.1600000000
2020-07-13,ÖkoStrom 1,15500,463508.7400000000
2020-07-13,ÖkoStrom 2,17800,521609.9300000000
2020-07-13,ÖkoStrom 3,12900,375437.4500000000
2020-07-14,ÖkoGas 1,30200,155572.8700000000
2020-07-14,ÖkoStrom 1,22500,672838.1100000000
2020-07-14,ÖkoStrom 2,7200,210989.9700000000
2020-07-14,ÖkoStrom 3,15800,459836.9400000000
2020-07-15,ÖkoGas 1,17100,88093.5800000000
2020-07-15,ÖkoStrom 1,24000,717697.9000000000
2020-07-15,ÖkoStrom 2,22400,656409.9100000000
2020-07-15,ÖkoStrom 3,14200,413276.9400000000
2020-07-16,ÖkoStrom 1,17100,511358.5300000000
2020-07-16,ÖkoStrom 2,17000,498169.9300000000
2020-07-16,ÖkoStrom 3,12300,357977.4500000000
2020-07-17,ÖkoGas 1,39700,204512.1600000000
2020-07-17,ÖkoStrom 1,17500,523318.5300000000
2020-07-17,ÖkoStrom 2,19600,574359.9200000000
2020-07-17,ÖkoStrom 3,19000,552975.9200000000
2020-07-18,ÖkoGas 1,30800,158662.8700000000
2020-07-18,ÖkoStrom 1,13100,391738.9500000000
2020-07-18,ÖkoStrom 2,15600,457139.9400000000
2020-07-18,ÖkoStrom 3,16700,486036.4300000000
2020-07-19,ÖkoGas 1,27900,143727.8700000000
2020-07-19,ÖkoStrom 1,12300,367818.9500000000
2020-07-19,ÖkoStrom 2,15300,448349.9400000000
2020-07-19,ÖkoStrom 3,12200,355067.4500000000
2020-07-20,ÖkoGas 1,29100,149907.8700000000
2020-07-20,ÖkoStrom 1,19800,592098.3200000000
2020-07-20,ÖkoStrom 2,11100,325269.9600000000
2020-07-20,ÖkoStrom 3,14900,433646.9400000000
2020-07-21,ÖkoGas 1,17000,87578.5800000000
2020-07-21,ÖkoStrom 1,8600,257179.1600000000
2020-07-21,ÖkoStrom 2,14100,413189.9400000000
2020-07-21,ÖkoStrom 3,13100,381257.4500000000
2020-07-22,ÖkoGas 1,31600,162782.8700000000
2020-07-22,ÖkoStrom 1,20200,604058.3200000000
2020-07-22,ÖkoStrom 2,17700,518679.9300000000
2020-07-22,ÖkoStrom 3,14500,422006.9400000000
2020-07-23,ÖkoGas 1,27200,140122.8700000000
2020-07-23,ÖkoStrom 1,7500,224279.3700000000
2020-07-23,ÖkoStrom 2,12300,360439.9500000000
2020-07-23,ÖkoStrom 3,18200,529686.4300000000
2020-07-24,ÖkoGas 1,21100,108693.5800000000
2020-07-24,ÖkoStrom 1,20000,598078.3200000000
2020-07-24,ÖkoStrom 2,17300,506959.9300000000
2020-07-24,ÖkoStrom 3,4700,136788.9800000000
2020-07-25,ÖkoGas 1,29300,150937.8700000000
2020-07-25,ÖkoStrom 1,16500,493418.5300000000
2020-07-25,ÖkoStrom 2,12100,354579.9500000000
2020-07-25,ÖkoStrom 3,17400,506406.4300000000
2020-07-26,ÖkoGas 1,46700,240576.4500000000
2020-07-26,ÖkoStrom 1,15100,451548.7400000000
2020-07-26,ÖkoStrom 2,9700,284249.9600000000
2020-07-26,ÖkoStrom 3,14200,413276.9400000000
2020-07-27,ÖkoStrom 1,12300,367818.9500000000
2020-07-27,ÖkoStrom 2,20700,606589.9200000000
2020-07-27,ÖkoStrom 3,12300,357977.4500000000
2020-07-28,ÖkoStrom 1,17500,523318.5300000000
2020-07-28,ÖkoStrom 2,10200,298899.9600000000
2020-07-28,ÖkoStrom 3,17000,494766.4300000000
2020-07-29,ÖkoGas 1,8400,43274.2900000000
2020-07-29,ÖkoStrom 1,22000,657888.1100000000
2020-07-29,ÖkoStrom 2,11500,336999.9500000000
2020-07-29,ÖkoStrom 3,7600,221188.4700000000
2020-07-30,ÖkoGas 1,30600,157632.8700000000
2020-07-30,ÖkoStrom 1,19000,568178.3200000000
2020-07-30,ÖkoStrom 2,9700,284249.9600000000
2020-07-30,ÖkoStrom 3,7800,227008.4700000000
2020-07-31,ÖkoGas 1,18500,95303.5800000000
2020-07-31,ÖkoStrom 1,24400,729657.9000000000
2020-07-31,ÖkoStrom 2,15800,462999.9400000000
2020-07-31,ÖkoStrom 3,14200,413276.9400000000
2020-08-01,ÖkoGas 1,74900,385835.0300000000
2020-08-01,ÖkoStrom 1,9700,290069.1600000000
2020-08-01,ÖkoStrom 2,17500,512819.9300000000
2020-08-01,ÖkoStrom 3,9500,276487.9600000000
2020-08-02,ÖkoGas 1,11400,58724.2900000000
2020-08-02,ÖkoStrom 1,17700,529298.5300000000
2020-08-02,ÖkoStrom 2,10400,304759.9600000000
2020-08-02,ÖkoStrom 3,14200,413276.9400000000
2020-08-03,ÖkoGas 1,21800,112298.5800000000
2020-08-03,ÖkoStrom 1,12900,385758.9500000000
2020-08-03,ÖkoStrom 2,23100,676919.9100000000
2020-08-03,ÖkoStrom 3,13000,378347.4500000000
2020-08-04,ÖkoGas 1,10200,52544.2900000000
2020-08-04,ÖkoStrom 1,12100,361838.9500000000
2020-08-04,ÖkoStrom 2,17000,498169.9300000000
2020-08-04,ÖkoStrom 3,14700,427826.9400000000
2020-08-05,ÖkoGas 1,19500,100453.5800000000
2020-08-05,ÖkoStrom 1,24600,735637.9000000000
2020-08-05,ÖkoStrom 2,9100,266669.9600000000
2020-08-05,ÖkoStrom 3,20400,593715.9200000000
2020-08-06,ÖkoGas 1,28600,147332.8700000000
2020-08-06,ÖkoStrom 1,10000,299039.1600000000
2020-08-06,ÖkoStrom 2,5000,146519.9800000000
2020-08-06,ÖkoStrom 3,10500,305587.9600000000
2020-08-07,ÖkoGas 1,10600,54604.2900000000
2020-08-07,ÖkoStrom 1,17100,511358.5300000000
2020-08-07,ÖkoStrom 2,17000,498169.9300000000
2020-08-07,ÖkoStrom 3,12400,360887.4500000000
2020-08-08,ÖkoGas 1,20200,104058.5800000000
2020-08-08,ÖkoStrom 1,17200,514348.5300000000
2020-08-08,ÖkoStrom 2,17800,521609.9300000000
2020-08-08,ÖkoStrom 3,13800,401636.9400000000
2020-08-09,ÖkoGas 1,40000,206057.1600000000
2020-08-09,ÖkoStrom 1,9500,284089.1600000000
2020-08-09,ÖkoStrom 2,7900,231499.9700000000
2020-08-09,ÖkoStrom 3,13600,395816.9400000000
2020-08-10,ÖkoGas 1,9100,46879.2900000000
2020-08-10,ÖkoStrom 1,17300,517338.5300000000
2020-08-10,ÖkoStrom 2,12500,366299.9500000000
2020-08-10,ÖkoStrom 3,14900,433646.9400000000
2020-08-11,ÖkoGas 1,11500,59239.2900000000
2020-08-11,ÖkoStrom 1,11900,355858.9500000000
2020-08-11,ÖkoStrom 2,11800,345789.9500000000
2020-08-11,ÖkoStrom 3,9800,285217.9600000000
2020-08-12,ÖkoGas 1,18500,95303.5800000000
2020-08-12,ÖkoStrom 1,12700,379778.9500000000
2020-08-12,ÖkoStrom 2,11900,348719.9500000000
2020-08-12,ÖkoStrom 3,18300,532596.4300000000
2020-08-13,ÖkoGas 1,9400,48424.2900000000
2020-08-13,ÖkoStrom 1,17600,526308.5300000000
2020-08-13,ÖkoStrom 2,12200,357509.9500000000
2020-08-13,ÖkoStrom 3,7300,212458.4700000000
2020-08-14,ÖkoGas 1,9700,49969.2900000000
2020-08-14,ÖkoStrom 1,12800,382768.9500000000
2020-08-14,ÖkoStrom 2,13100,383879.9500000000
2020-08-14,ÖkoStrom 3,16900,491856.4300000000
2020-08-15,ÖkoGas 1,30500,157117.8700000000
2020-08-15,ÖkoStrom 1,9700,290069.1600000000
2020-08-15,ÖkoStrom 2,10400,304759.9600000000
2020-08-15,ÖkoStrom 3,20500,596625.9200000000
2020-08-16,ÖkoGas 1,18400,94788.5800000000
2020-08-16,ÖkoStrom 1,14500,433608.7400000000
2020-08-16,ÖkoStrom 2,10200,298899.9600000000
2020-08-16,ÖkoStrom 3,17000,494766.4300000000
2020-08-17,ÖkoGas 1,10000,51514.2900000000
2020-08-17,ÖkoStrom 1,12900,385758.9500000000
2020-08-17,ÖkoStrom 2,13200,386809.9500000000
2020-08-17,ÖkoStrom 3,15900,462756.4300000000
2020-08-18,ÖkoGas 1,50900,262206.4500000000
2020-08-18,ÖkoStrom 1,10000,299039.1600000000
2020-08-18,ÖkoStrom 2,16700,489379.9300000000
2020-08-18,ÖkoStrom 3,19600,570435.9200000000
2020-08-19,ÖkoStrom 1,16400,490428.5300000000
2020-08-19,ÖkoStrom 2,14700,430769.9400000000
2020-08-19,ÖkoStrom 3,9400,273577.9600000000
2020-08-20,ÖkoGas 1,41900,215842.1600000000
