contractid,createdat,revenue
34616,2020-12-26,58209.4900000000
34617,2020-12-12,79119.9900000000
34618,2020-12-12,83729.7900000000
34619,2020-12-04,83729.7900000000
34620,2020-12-27,84399.4900000000
34621,2020-12-07,76189.9900000000
34622,2020-12-20,80739.7900000000
34624,2020-12-27,58209.4900000000
34625,2020-12-11,59809.7900000000
34626,2020-12-26,71769.7900000000
34627,2020-12-06,87909.9900000000
34628,2020-12-22,82049.9900000000
34629,2020-12-26,80739.7900000000
34630,2020-12-06,77749.7900000000
34631,2020-12-14,71769.7900000000
34632,2020-12-21,81489.4900000000
34633,2020-12-29,82049.9900000000
34634,2020-12-31,68779.7900000000
34635,2020-12-29,78579.4900000000
34636,2020-12-09,75669.4900000000
34637,2020-12-26,69849.4900000000
34638,2020-12-06,61539.9900000000
34639,2020-12-21,60784.2900000000
34640,2020-12-14,74759.7900000000
34641,2020-12-19,61119.4900000000
34642,2020-12-08,59809.7900000000
34643,2020-12-28,80739.7900000000
34644,2020-12-18,71769.7900000000
34645,2020-12-13,78579.4900000000
34646,2020-12-13,67399.9900000000
34647,2020-12-11,67399.9900000000
34648,2020-12-06,61539.9900000000
34649,2020-12-14,61119.4900000000
34650,2020-12-19,69849.4900000000
34651,2020-12-05,65789.7900000000
34652,2020-12-13,81489.4900000000
34653,2020-12-08,74759.7900000000
34654,2020-12-20,81489.4900000000
34655,2020-12-22,59809.7900000000
34656,2020-12-28,67399.9900000000
34657,2020-12-01,80739.7900000000
34658,2020-12-24,87309.4900000000
34659,2020-12-20,58209.4900000000
34660,2020-12-09,82049.9900000000
34661,2020-12-08,65789.7900000000
34662,2020-12-18,64029.4900000000
34663,2020-12-03,80739.7900000000
34664,2020-12-14,87909.9900000000
34665,2020-12-12,80739.7900000000
34667,2020-12-17,77749.7900000000
34668,2020-12-11,76189.9900000000
34669,2020-12-10,58609.9900000000
34670,2020-12-31,73259.9900000000
34672,2020-12-25,83729.7900000000
34673,2020-12-03,78579.4900000000
34674,2020-12-09,64029.4900000000
34675,2020-12-29,61539.9900000000
34676,2020-12-14,55634.2900000000
34677,2020-12-11,65789.7900000000
34678,2020-12-03,79119.9900000000
34679,2020-12-09,69849.4900000000
34680,2020-12-15,65789.7900000000
34682,2020-12-29,87909.9900000000
34683,2020-12-03,86719.7900000000
34684,2020-12-16,70329.9900000000
34685,2020-12-14,78579.4900000000
34686,2020-12-03,61539.9900000000
34687,2020-12-05,79119.9900000000
34688,2020-12-26,79119.9900000000
34689,2020-12-26,75669.4900000000
34690,2020-12-11,83729.7900000000
34691,2020-12-03,67399.9900000000
34692,2020-12-10,86719.7900000000
34694,2020-12-20,61539.9900000000
34695,2020-12-03,64029.4900000000
34696,2020-12-24,87909.9900000000
34697,2020-12-02,54089.2900000000
34698,2020-12-13,87309.4900000000
34699,2020-12-16,49454.2900000000
34701,2020-12-28,87909.9900000000
34702,2020-12-17,70329.9900000000
34703,2020-12-20,61119.4900000000
34705,2020-12-14,86719.7900000000
34706,2020-12-26,65789.7900000000
34707,2020-12-18,93129.4900000000
34708,2020-12-12,78579.4900000000
34709,2020-12-25,86719.7900000000
34710,2020-12-27,84979.9900000000
34711,2020-12-16,80739.7900000000
34712,2020-12-18,61119.4900000000
34713,2020-12-26,81489.4900000000
34714,2020-12-05,67399.9900000000
34715,2020-12-31,45849.2900000000
34716,2020-12-20,74759.7900000000
34717,2020-12-18,70329.9900000000
34718,2020-12-18,74759.7900000000
34719,2020-12-23,70329.9900000000
34720,2020-12-27,86719.7900000000
34721,2020-12-02,87309.4900000000
34722,2020-12-26,70329.9900000000
34723,2020-12-16,62799.7900000000
34724,2020-12-13,84979.9900000000
34726,2020-12-13,82049.9900000000
34728,2020-12-09,81489.4900000000
34729,2020-12-31,87309.4900000000
34730,2020-12-13,65789.7900000000
34731,2020-12-20,77749.7900000000
34732,2020-12-31,53574.2900000000
34733,2020-12-27,58209.4900000000
34735,2020-12-10,70329.9900000000
34736,2020-12-22,74759.7900000000
34737,2020-12-04,64029.4900000000
34738,2020-12-14,61299.2900000000
34739,2020-12-29,81489.4900000000
34740,2020-12-27,79119.9900000000
34741,2020-12-23,86719.7900000000
34742,2020-12-04,55634.2900000000
34743,2020-12-01,68779.7900000000
34744,2020-12-18,84979.9900000000
34745,2020-12-06,84979.9900000000
34746,2020-12-06,83729.7900000000
34747,2020-12-31,64029.4900000000
34748,2020-12-01,62799.7900000000
34749,2020-12-27,81489.4900000000
34750,2020-12-26,71769.7900000000
34753,2020-12-20,72759.4900000000
34754,2020-12-24,81489.4900000000
34755,2020-12-30,73259.9900000000
34756,2020-12-28,73259.9900000000
34757,2020-12-15,83729.7900000000
34758,2020-12-23,86719.7900000000
34759,2020-12-16,76189.9900000000
34760,2020-12-03,68779.7900000000
34761,2020-12-13,68779.7900000000
34762,2020-12-26,75669.4900000000
34764,2020-12-17,64029.4900000000
34765,2020-12-09,75669.4900000000
34766,2020-12-15,86719.7900000000
34767,2020-12-20,81489.4900000000
34768,2020-12-06,71769.7900000000
34769,2020-12-23,82049.9900000000
34770,2020-12-24,59809.7900000000
34771,2020-12-10,71769.7900000000
34772,2020-12-01,69849.4900000000
34773,2020-12-10,70329.9900000000
34774,2020-12-31,80739.7900000000
34775,2020-12-13,70329.9900000000
34776,2020-12-29,71769.7900000000
34777,2020-12-18,74759.7900000000
34778,2020-12-22,69849.4900000000
34779,2020-12-31,84979.9900000000
34780,2020-12-06,59809.7900000000
34781,2020-12-18,67399.9900000000
34782,2020-12-28,70329.9900000000
34783,2020-12-06,81489.4900000000
34784,2020-12-13,64469.9900000000
34785,2020-12-07,42244.2900000000
34786,2020-12-16,58609.9900000000
34787,2020-12-26,65789.7900000000
34788,2020-12-07,61119.4900000000
34789,2020-12-25,66939.4900000000
34790,2020-12-11,58609.9900000000
34791,2020-12-30,75669.4900000000
34792,2020-12-07,69849.4900000000
34793,2020-12-21,72759.4900000000
34794,2020-12-14,67399.9900000000
34795,2020-12-28,61119.4900000000
34796,2020-12-28,74759.7900000000
34797,2020-12-14,61539.9900000000
34798,2020-12-08,69849.4900000000
34799,2020-12-14,72759.4900000000
34800,2020-12-06,79119.9900000000
34802,2020-12-11,87909.9900000000
34803,2020-12-27,65789.7900000000
34804,2020-12-07,74759.7900000000
34805,2020-12-11,72759.4900000000
34806,2020-12-20,82049.9900000000
34807,2020-12-31,65789.7900000000
34808,2020-12-09,73259.9900000000
34809,2020-12-22,77749.7900000000
34810,2020-12-05,78579.4900000000
34811,2020-12-23,73259.9900000000
34812,2020-12-28,69849.4900000000
34813,2020-12-01,74759.7900000000
34814,2020-12-15,65789.7900000000
34815,2020-12-23,64469.9900000000
34816,2020-12-27,66939.4900000000
34817,2020-12-08,59809.7900000000
34818,2020-12-30,80739.7900000000
34819,2020-12-22,41729.2900000000
34820,2020-12-04,67399.9900000000
34821,2020-12-29,64029.4900000000
34822,2020-12-12,62799.7900000000
34823,2020-12-09,55679.9900000000
34824,2020-12-03,68779.7900000000
34825,2020-12-03,78579.4900000000
34826,2020-12-26,78579.4900000000
34827,2020-12-30,58609.9900000000
34828,2020-12-02,70329.9900000000
34829,2020-12-15,69849.4900000000
34830,2020-12-21,65789.7900000000
34831,2020-12-03,77749.7900000000
34832,2020-12-13,67399.9900000000
34833,2020-12-30,79119.9900000000
34834,2020-12-02,78579.4900000000
34835,2020-12-29,81489.4900000000
34836,2020-12-05,69849.4900000000
34837,2020-12-19,58209.4900000000
34838,2020-12-19,84399.4900000000
34839,2020-12-19,89709.7900000000
34840,2020-12-03,87909.9900000000
34841,2020-12-11,76189.9900000000
34843,2020-12-08,72759.4900000000
34844,2020-12-22,65789.7900000000
34845,2020-12-23,56819.7900000000
34846,2020-12-22,80739.7900000000
34847,2020-12-16,72759.4900000000
34848,2020-12-14,72759.4900000000
34849,2020-12-12,62799.7900000000
34850,2020-12-23,64029.4900000000
34851,2020-12-08,54089.2900000000
34852,2020-12-23,58209.4900000000
34853,2020-12-25,76189.9900000000
34854,2020-12-14,76189.9900000000
34855,2020-12-19,64029.4900000000
34856,2020-12-30,62799.7900000000
34857,2020-12-25,59809.7900000000
34858,2020-12-26,38124.2900000000
34859,2020-12-19,82049.9900000000
34860,2020-12-05,41214.2900000000
34861,2020-12-06,76189.9900000000
34862,2020-12-28,79119.9900000000
34863,2020-12-19,67399.9900000000
34864,2020-12-08,73259.9900000000
34865,2020-12-02,77749.7900000000
34866,2020-12-21,61119.4900000000
34867,2020-12-16,69849.4900000000
34868,2020-12-15,76189.9900000000
34869,2020-12-02,87909.9900000000
34870,2020-12-19,84399.4900000000
34871,2020-12-07,70329.9900000000
34872,2020-12-01,67399.9900000000
34873,2020-12-11,82049.9900000000
34874,2020-12-13,78579.4900000000
34875,2020-12-05,64469.9900000000
34876,2020-12-30,84979.9900000000
34877,2020-12-31,81489.4900000000
34878,2020-12-04,69849.4900000000
34879,2020-12-26,71769.7900000000
34880,2020-12-14,75669.4900000000
34881,2020-12-02,74759.7900000000
34882,2020-12-19,78579.4900000000
34883,2020-12-07,77749.7900000000
34884,2020-12-14,62799.7900000000
34885,2020-12-02,56819.7900000000
34886,2020-12-28,57179.2900000000
34887,2020-12-21,67399.9900000000
34888,2020-12-17,79119.9900000000
34889,2020-12-10,41214.2900000000
34890,2020-12-30,75669.4900000000
34891,2020-12-14,83729.7900000000
34892,2020-12-21,64469.9900000000
34895,2020-12-28,68779.7900000000
34896,2020-12-17,69849.4900000000
34897,2020-12-17,68779.7900000000
34898,2020-12-23,58609.9900000000
34899,2020-12-25,86719.7900000000
34900,2020-12-20,64029.4900000000
34901,2020-12-19,89709.7900000000
34902,2020-12-06,82049.9900000000
34903,2020-12-13,67399.9900000000
34905,2020-12-06,72759.4900000000
34906,2020-12-29,84399.4900000000
34907,2020-12-23,62799.7900000000
34908,2020-12-31,82049.9900000000
34909,2020-12-07,80739.7900000000
34910,2020-12-30,69849.4900000000
34911,2020-12-31,61539.9900000000
34912,2020-12-02,65789.7900000000
34913,2020-12-04,55119.2900000000
34914,2020-12-01,74759.7900000000
34915,2020-12-04,76189.9900000000
34916,2020-12-13,84979.9900000000
34917,2020-12-30,79119.9900000000
34918,2020-12-11,86719.7900000000
34919,2020-12-17,81489.4900000000
34920,2020-12-10,61119.4900000000
34921,2020-12-14,86719.7900000000
34922,2020-12-14,58609.9900000000
34923,2020-12-09,64469.9900000000
34924,2020-12-17,54089.2900000000
34925,2020-12-04,70329.9900000000
34926,2020-12-05,76189.9900000000
34927,2020-12-18,62799.7900000000
34928,2020-12-12,46879.2900000000
34929,2020-12-04,80739.7900000000
34930,2020-12-09,77749.7900000000
34931,2020-12-27,62799.7900000000
34932,2020-12-30,66939.4900000000
34933,2020-12-15,46364.2900000000
34934,2020-12-13,71769.7900000000
34935,2020-12-09,83729.7900000000
34936,2020-12-09,61539.9900000000
34937,2020-12-05,82049.9900000000
34938,2020-12-12,58209.4900000000
34940,2020-12-06,71769.7900000000
34941,2020-12-21,82049.9900000000
34943,2020-12-31,61539.9900000000
34944,2020-12-31,55679.9900000000
34945,2020-12-02,64029.4900000000
34946,2020-12-17,86719.7900000000
34947,2020-12-02,61539.9900000000
34948,2020-12-27,61119.4900000000
34949,2020-12-17,69849.4900000000
34950,2020-12-19,52544.2900000000
34951,2020-12-10,83729.7900000000
34952,2020-12-26,74759.7900000000
34953,2020-12-30,89709.7900000000
34954,2020-12-01,70329.9900000000
34955,2020-12-30,72759.4900000000
34956,2020-12-03,79119.9900000000
34957,2020-12-20,71769.7900000000
34958,2020-12-09,56819.7900000000
34959,2020-12-10,71769.7900000000
34960,2020-12-21,78579.4900000000
34961,2020-12-18,62799.7900000000
34963,2020-12-31,68779.7900000000
34964,2020-12-20,64029.4900000000
34965,2020-12-30,84399.4900000000
34966,2020-12-20,72759.4900000000
34967,2020-12-14,68779.7900000000
34968,2020-12-13,61539.9900000000
34969,2020-12-28,64469.9900000000
34970,2020-12-14,86719.7900000000
34971,2020-12-28,77749.7900000000
34972,2020-12-04,67399.9900000000
34973,2020-12-31,82049.9900000000
34975,2020-12-27,61119.4900000000
34976,2020-12-26,82049.9900000000
34977,2020-12-28,50484.2900000000
34978,2020-12-18,76189.9900000000
34979,2020-12-31,83729.7900000000
34980,2020-12-01,86719.7900000000
34981,2020-12-23,67399.9900000000
34982,2020-12-06,77749.7900000000
34983,2020-12-12,70329.9900000000
34984,2020-12-30,83729.7900000000
34985,2020-12-05,84399.4900000000
34986,2020-12-02,62799.7900000000
34987,2020-12-17,80739.7900000000
34988,2020-12-08,73259.9900000000
34989,2020-12-06,70329.9900000000
34990,2020-12-25,52029.2900000000
34991,2020-12-15,61119.4900000000
34992,2020-12-05,64029.4900000000
34993,2020-12-08,61539.9900000000
34994,2020-12-31,70329.9900000000
34995,2020-12-05,58609.9900000000
34996,2020-12-30,82049.9900000000
34997,2020-12-07,62799.7900000000
34998,2020-12-17,66939.4900000000
34999,2020-12-11,82049.9900000000
35000,2020-12-26,84979.9900000000
35001,2020-12-30,69849.4900000000
35002,2020-12-20,73259.9900000000
35003,2020-12-29,62799.7900000000
35005,2020-12-03,72759.4900000000
35006,2020-12-06,89709.7900000000
35007,2020-12-06,58209.4900000000
35008,2020-12-25,45334.2900000000
35009,2020-12-10,77749.7900000000
35010,2020-12-17,61119.4900000000
35011,2020-12-09,87309.4900000000
35012,2020-12-01,80739.7900000000
35014,2020-12-19,57179.2900000000
35015,2020-12-29,62799.7900000000
35016,2020-12-25,61539.9900000000
35017,2020-12-14,83729.7900000000
35018,2020-12-23,70329.9900000000
35019,2020-12-30,65789.7900000000
35020,2020-12-25,79119.9900000000
35023,2020-12-14,69849.4900000000
35024,2020-12-28,58209.4900000000
35025,2020-12-03,72759.4900000000
35026,2020-12-10,73259.9900000000
35027,2020-12-06,74759.7900000000
35029,2020-12-07,64029.4900000000
35030,2020-12-21,83729.7900000000
35033,2020-12-10,70329.9900000000
35034,2020-12-17,82049.9900000000
35035,2020-12-15,87309.4900000000
35036,2020-12-12,76189.9900000000
35037,2020-12-06,76189.9900000000
35038,2020-12-14,84979.9900000000
35039,2020-12-07,81489.4900000000
35040,2020-12-18,66939.4900000000
35041,2020-12-24,59754.2900000000
35042,2020-12-17,84399.4900000000
35043,2020-12-09,69849.4900000000
35044,2020-12-20,58609.9900000000
35045,2020-12-22,61119.4900000000
35046,2020-12-24,86719.7900000000
35047,2020-12-13,76189.9900000000
35048,2020-12-30,86719.7900000000
35049,2020-12-22,79119.9900000000
35050,2020-12-06,72759.4900000000
35051,2020-12-19,64469.9900000000
35052,2020-12-20,79119.9900000000
35053,2020-12-26,58209.4900000000
35054,2020-12-24,59809.7900000000
35055,2020-12-29,64029.4900000000
35056,2020-12-31,65789.7900000000
35057,2020-12-25,70329.9900000000
35058,2020-12-29,71769.7900000000
35059,2020-12-08,68779.7900000000
35060,2020-12-10,66939.4900000000
35061,2020-12-02,61539.9900000000
35062,2020-12-20,68779.7900000000
35063,2020-12-10,76189.9900000000
35064,2020-12-01,67399.9900000000
35065,2020-12-11,80739.7900000000
35066,2020-12-19,77749.7900000000
35067,2020-12-28,55119.2900000000
35069,2020-12-10,78579.4900000000
35070,2020-12-29,54604.2900000000
35072,2020-12-18,68779.7900000000
35073,2020-12-02,56819.7900000000
35074,2020-12-14,66939.4900000000
35075,2020-12-08,64469.9900000000
35076,2020-12-30,75669.4900000000
35077,2020-12-06,42759.2900000000
35078,2020-12-25,72759.4900000000
35079,2020-12-18,67399.9900000000
35080,2020-12-24,72759.4900000000
35081,2020-12-21,74759.7900000000
35082,2020-12-21,75669.4900000000
35083,2020-12-04,79119.9900000000
35084,2020-12-25,65789.7900000000
35085,2020-12-03,64469.9900000000
35086,2020-12-13,46879.2900000000
35087,2020-12-27,74759.7900000000
35088,2020-12-19,47394.2900000000
35089,2020-12-29,48424.2900000000
35090,2020-12-15,76189.9900000000
35091,2020-12-08,58609.9900000000
35092,2020-12-13,69849.4900000000
35093,2020-12-04,87309.4900000000
35094,2020-12-09,74759.7900000000
35095,2020-12-16,61119.4900000000
35096,2020-12-14,65789.7900000000
35097,2020-12-04,87909.9900000000
35098,2020-12-08,62799.7900000000
35099,2020-12-28,81489.4900000000
35100,2020-12-26,76189.9900000000
35101,2020-12-07,64469.9900000000
35102,2020-12-02,78579.4900000000
35103,2020-12-24,61119.4900000000
35104,2020-12-05,86719.7900000000
35105,2020-12-22,65789.7900000000
35106,2020-12-28,84979.9900000000
35107,2020-12-31,70329.9900000000
35108,2020-12-07,65789.7900000000
35109,2020-12-27,67399.9900000000
35110,2020-12-10,67399.9900000000
35111,2020-12-24,66939.4900000000
35112,2020-12-31,78579.4900000000
35113,2020-12-30,61539.9900000000
35114,2020-12-10,70329.9900000000
35115,2020-12-23,47394.2900000000
35116,2020-12-24,65789.7900000000
35117,2020-12-10,49454.2900000000
35118,2020-12-22,78579.4900000000
35119,2020-12-13,65789.7900000000
35120,2020-12-30,43789.2900000000
35121,2020-12-03,73259.9900000000
35122,2020-12-22,81489.4900000000
35123,2020-12-13,58209.4900000000
35124,2020-12-02,61119.4900000000
35125,2020-12-20,64469.9900000000
35126,2020-12-18,79119.9900000000
35127,2020-12-06,65789.7900000000
35128,2020-12-28,75669.4900000000
35130,2020-12-29,82049.9900000000
35131,2020-12-27,77749.7900000000
35132,2020-12-11,68779.7900000000
35134,2020-12-11,64029.4900000000
35135,2020-12-13,64469.9900000000
35136,2020-12-17,58209.4900000000
35137,2020-12-20,76189.9900000000
35138,2020-12-29,73259.9900000000
35139,2020-12-06,72759.4900000000
35141,2020-12-07,54604.2900000000
35143,2020-12-20,40699.2900000000
35144,2020-12-21,79119.9900000000
35145,2020-12-07,62799.7900000000
35146,2020-12-07,62799.7900000000
35147,2020-12-27,43789.2900000000
35148,2020-12-23,79119.9900000000
35149,2020-12-30,86719.7900000000
35150,2020-12-04,59809.7900000000
35151,2020-12-04,53059.2900000000
35152,2020-12-23,74759.7900000000
35153,2020-12-05,75669.4900000000
35154,2020-12-12,57694.2900000000
35155,2020-12-09,78579.4900000000
35156,2020-12-05,82049.9900000000
35157,2020-12-11,69849.4900000000
35158,2020-12-09,84979.9900000000
35159,2020-12-19,83729.7900000000
35162,2020-12-24,77749.7900000000
35163,2020-12-16,39154.2900000000
35165,2020-12-12,84979.9900000000
35166,2020-12-21,67399.9900000000
35167,2020-12-15,41729.2900000000
35168,2020-12-25,69849.4900000000
35169,2020-12-10,59809.7900000000
35170,2020-12-04,59754.2900000000
35171,2020-12-08,58209.4900000000
35172,2020-12-07,77749.7900000000
35173,2020-12-09,49454.2900000000
35176,2020-12-02,75669.4900000000
35177,2020-12-10,62799.7900000000
35178,2020-12-14,64029.4900000000
35179,2020-12-10,53059.2900000000
35180,2020-12-26,64469.9900000000
35181,2020-12-24,77749.7900000000
35182,2020-12-09,71769.7900000000
35183,2020-12-01,61119.4900000000
35184,2020-12-31,71769.7900000000
35185,2020-12-11,61539.9900000000
35186,2020-12-19,64469.9900000000
35187,2020-12-13,59809.7900000000
35188,2020-12-03,79119.9900000000
35189,2020-12-25,45334.2900000000
35190,2020-12-21,61539.9900000000
35191,2020-12-03,64029.4900000000
35192,2020-12-25,67399.9900000000
35193,2020-12-26,61539.9900000000
35194,2020-12-21,78579.4900000000
35195,2020-12-31,62799.7900000000
35196,2020-12-28,64029.4900000000
35197,2020-12-09,61539.9900000000
35198,2020-12-24,78579.4900000000
35199,2020-12-03,73259.9900000000
35200,2020-12-11,81489.4900000000
35201,2020-12-04,87909.9900000000
35202,2020-12-14,69849.4900000000
35203,2020-12-17,56149.2900000000
35204,2020-12-31,69849.4900000000
35205,2020-12-06,67399.9900000000
35206,2020-12-16,81489.4900000000
35207,2020-12-30,61119.4900000000
35208,2020-12-21,82049.9900000000
35209,2020-12-25,79119.9900000000
35210,2020-12-11,64029.4900000000
35211,2020-12-02,89709.7900000000
35212,2020-12-11,62799.7900000000
35213,2020-12-03,64469.9900000000
35214,2020-12-31,59239.2900000000
35215,2020-12-26,65789.7900000000
35216,2020-12-03,84979.9900000000
35217,2020-12-13,65789.7900000000
35218,2020-12-23,80739.7900000000
35219,2020-12-14,70329.9900000000
35220,2020-12-05,75669.4900000000
35221,2020-12-26,61119.4900000000
35222,2020-12-20,70329.9900000000
35223,2020-12-26,79119.9900000000
35224,2020-12-03,69849.4900000000
35225,2020-12-13,74759.7900000000
35226,2020-12-16,61539.9900000000
35227,2020-12-08,82049.9900000000
35228,2020-12-11,84979.9900000000
35230,2020-12-22,75669.4900000000
35231,2020-12-19,79119.9900000000
35233,2020-12-09,51514.2900000000
35234,2020-12-20,62799.7900000000
35235,2020-12-30,82049.9900000000
35236,2020-12-23,64469.9900000000
35238,2020-12-23,69849.4900000000
35239,2020-12-30,86719.7900000000
35240,2020-12-03,76189.9900000000
35241,2020-12-04,70329.9900000000
35243,2020-12-21,83729.7900000000
35244,2020-12-28,45334.2900000000
35245,2020-12-10,75669.4900000000
35246,2020-12-13,79119.9900000000
35247,2020-12-28,72759.4900000000
35248,2020-12-28,58209.4900000000
35249,2020-12-28,58609.9900000000
35251,2020-12-04,78579.4900000000
35253,2020-12-05,71769.7900000000
35254,2020-12-09,89709.7900000000
35255,2020-12-17,81489.4900000000
35256,2020-12-14,78579.4900000000
35257,2020-12-25,78579.4900000000
35259,2020-12-06,68779.7900000000
35260,2020-12-24,66939.4900000000
35261,2020-12-18,58609.9900000000
35262,2020-12-11,82049.9900000000
35263,2020-12-21,69849.4900000000
35264,2020-12-25,65789.7900000000
35265,2020-12-24,84979.9900000000
35266,2020-12-22,61539.9900000000
35267,2020-12-19,65789.7900000000
35268,2020-12-23,74759.7900000000
35269,2020-12-10,53574.2900000000
35270,2020-12-12,70329.9900000000
35271,2020-12-25,58209.4900000000
35272,2020-12-08,75669.4900000000
35273,2020-12-07,74759.7900000000
35274,2020-12-05,72759.4900000000
35275,2020-12-21,48939.2900000000
35276,2020-12-11,61539.9900000000
35277,2020-12-15,61119.4900000000
35278,2020-12-14,81489.4900000000
35279,2020-12-05,61119.4900000000
35280,2020-12-02,58209.4900000000
35281,2020-12-10,74759.7900000000
35282,2020-12-20,70329.9900000000
35283,2020-12-23,74759.7900000000
35284,2020-12-20,80739.7900000000
35285,2020-12-08,81489.4900000000
35286,2020-12-24,74759.7900000000
35287,2020-12-20,74759.7900000000
35288,2020-12-17,80739.7900000000
35289,2020-12-29,71769.7900000000
35290,2020-12-19,78579.4900000000
35291,2020-12-14,64469.9900000000
35292,2020-12-20,62799.7900000000
35293,2020-12-08,84979.9900000000
35294,2020-12-13,62799.7900000000
35295,2020-12-13,75669.4900000000
35296,2020-12-23,86719.7900000000
35297,2020-12-30,67399.9900000000
35298,2020-12-16,68779.7900000000
35299,2020-12-06,76189.9900000000
35300,2020-12-09,70329.9900000000
35301,2020-12-02,69849.4900000000
35302,2020-12-05,61539.9900000000
35303,2020-12-17,76189.9900000000
35304,2020-12-20,74759.7900000000
35305,2020-12-23,72759.4900000000
35306,2020-12-18,59809.7900000000
35307,2020-12-23,78579.4900000000
35308,2020-12-23,74759.7900000000
35309,2020-12-05,83729.7900000000
35310,2020-12-06,64469.9900000000
35311,2020-12-27,71769.7900000000
35312,2020-12-17,89709.7900000000
35313,2020-12-18,79119.9900000000
35314,2020-12-21,64029.4900000000
35316,2020-12-30,61119.4900000000
35317,2020-12-30,55679.9900000000
35318,2020-12-31,83729.7900000000
35319,2020-12-13,79119.9900000000
35320,2020-12-27,75669.4900000000
35321,2020-12-18,87909.9900000000
35322,2020-12-10,78579.4900000000
35323,2020-12-24,74759.7900000000
35324,2020-12-16,59809.7900000000
35325,2020-12-21,47909.2900000000
35326,2020-12-13,66939.4900000000
35327,2020-12-09,75669.4900000000
35328,2020-12-02,79119.9900000000
35329,2020-12-10,79119.9900000000
35330,2020-12-25,75669.4900000000
35331,2020-12-11,89709.7900000000
35332,2020-12-10,80739.7900000000
35333,2020-12-12,55679.9900000000
35334,2020-12-16,61119.4900000000
35335,2020-12-05,58609.9900000000
35336,2020-12-27,52544.2900000000
35337,2020-12-28,75669.4900000000
35338,2020-12-29,54604.2900000000
35339,2020-12-03,64469.9900000000
35340,2020-12-08,55634.2900000000
35341,2020-12-21,54089.2900000000
35342,2020-12-27,71769.7900000000
35343,2020-12-23,69849.4900000000
35344,2020-12-14,56149.2900000000
35346,2020-12-10,59809.7900000000
35347,2020-12-30,49454.2900000000
35348,2020-12-13,76189.9900000000
35349,2020-12-25,84979.9900000000
35350,2020-12-19,64469.9900000000
35351,2020-12-14,69849.4900000000
35352,2020-12-30,68779.7900000000
35353,2020-12-21,76189.9900000000
35354,2020-12-20,59809.7900000000
35355,2020-12-14,64029.4900000000
35356,2020-12-07,80739.7900000000
35357,2020-12-29,67399.9900000000
35358,2020-12-21,58609.9900000000
35359,2020-12-02,69849.4900000000
35361,2020-12-04,82049.9900000000
35362,2020-12-15,84399.4900000000
35363,2020-12-28,84399.4900000000
35364,2020-12-11,59809.7900000000
35365,2020-12-17,73259.9900000000
35366,2020-12-29,74759.7900000000
35367,2020-12-26,81489.4900000000
35369,2020-12-23,47909.2900000000
35370,2020-12-12,70329.9900000000
35371,2020-12-01,59754.2900000000
35372,2020-12-01,58209.4900000000
35373,2020-12-15,76189.9900000000
35374,2020-12-25,58609.9900000000
35375,2020-12-02,83729.7900000000
35376,2020-12-01,68779.7900000000
35377,2020-12-08,69849.4900000000
35378,2020-12-14,87309.4900000000
35379,2020-12-09,80739.7900000000
35381,2020-12-24,59809.7900000000
35383,2020-12-14,69849.4900000000
35384,2020-12-18,86719.7900000000
35385,2020-12-31,69849.4900000000
35386,2020-12-12,56819.7900000000
35387,2020-12-07,78579.4900000000
35388,2020-12-03,81489.4900000000
35389,2020-12-07,72759.4900000000
35390,2020-12-26,77749.7900000000
35391,2020-12-13,78579.4900000000
35393,2020-12-16,71769.7900000000
35394,2020-12-03,71769.7900000000
35395,2020-12-27,81489.4900000000
35396,2020-12-20,75669.4900000000
35397,2020-12-31,82049.9900000000
35398,2020-12-01,58209.4900000000
35399,2020-12-06,84399.4900000000
35400,2020-12-31,84399.4900000000
35401,2020-12-16,80739.7900000000
35402,2020-12-30,75669.4900000000
35404,2020-12-08,71769.7900000000
35405,2020-12-04,68779.7900000000
35406,2020-12-30,83729.7900000000
35407,2020-12-19,75669.4900000000
35408,2020-12-06,77749.7900000000
35409,2020-12-05,49969.2900000000
35410,2020-12-20,62799.7900000000
35411,2020-12-20,61539.9900000000
35412,2020-12-10,65789.7900000000
35413,2020-12-09,80739.7900000000
35414,2020-12-21,84979.9900000000
35415,2020-12-28,65789.7900000000
35417,2020-12-13,84399.4900000000
35418,2020-12-18,75669.4900000000
35419,2020-12-18,72759.4900000000
35420,2020-12-28,67399.9900000000
35421,2020-12-06,49454.2900000000
35422,2020-12-06,89709.7900000000
35425,2020-12-01,78579.4900000000
35426,2020-12-07,48424.2900000000
35427,2020-12-14,76189.9900000000
35428,2020-12-27,82049.9900000000
35429,2020-12-04,79119.9900000000
35430,2020-12-19,78579.4900000000
35431,2020-12-29,74759.7900000000
35432,2020-12-24,58609.9900000000
35433,2020-12-25,41729.2900000000
35434,2020-12-08,76189.9900000000
35435,2020-12-30,79119.9900000000
35436,2020-12-16,64469.9900000000
35437,2020-12-31,64029.4900000000
35438,2020-12-16,82049.9900000000
35439,2020-12-24,59809.7900000000
35440,2020-12-11,73259.9900000000
35443,2020-12-10,86719.7900000000
35444,2020-12-06,80739.7900000000
35445,2020-12-17,64469.9900000000
35446,2020-12-12,75669.4900000000
35447,2020-12-22,71769.7900000000
35448,2020-12-16,75669.4900000000
35449,2020-12-30,64029.4900000000
35450,2020-12-27,67399.9900000000
35451,2020-12-21,75669.4900000000
35452,2020-12-19,84399.4900000000
